link,prod_name,price,rating,total_reviews,productDescription,asin,manufacturer
https://www.amazon.in/Amazon-Basics-Laptop-Backpack-Repellent/dp/B09W43XLBY/ref=sr_1_204?crid=2M096C61O4MLT&keywords=bags&qid=1697644007&sprefix=ba%2Caps%2C283&sr=8-204,"Amazon Basics Water Repellent and Wear Resistant Laptop Backpack - 24L, Blue",₹599,4.2 out of 5 stars,639," It has 2 compartments with 1 padded compartment for carrying your laptop up to 15.6 inches size easily and safely.   2 small compartments with zippers for storing other essential items of use.   The backpack's shoulder straps are adjustable, ensuring perfect fit.   Stylish look, ergonomic design, robust and made from durable, water repellent and wear resistant polyester material for long life.   Make your office travel trouble-free with this convenient and spacious Laptop Backpack that comes with robust features.   Convenient and Versatile, suitable for various occasions.   Bag Volume, Weight and Size: 24L; ‎0.440 kg: 48 x 16.5 x 32 cm   Colour: Blue  ",B09W43XLBY, amazon basics
https://www.amazon.in/Martucci-Waterproof-Backpack-College-Business/dp/B0BNSXJ2MY/ref=sr_1_205?crid=2M096C61O4MLT&keywords=bags&qid=1697644007&sprefix=ba%2Caps%2C283&sr=8-205,Martucci Hipe 35L Laptop Backpack for Men and Women/Boys and Girls Unisex/College/School/Travel Bags with 17 Inches Laptop Compartment with Rain Cover(Black),₹521,3.8 out of 5 stars,59,"DESIGN: 2 Large Compartments + 1 Easy access front Pocket with Internal Organiser (Small Pockets) for daily Accessories, 2 Bottle Pockets /Umbrella Holders.FABRIC: Durable PU Fabric, Lining: Polyester, Closure Type: Zipper, Gender: Unisex Size: 18-inch X 13-inch X 7.5 inch.LAPTOP COMPARTMENT: Well Cushioned (Can Carry Laptop Upto17 inches).ERGONOMICS DESIGN: “S” Shaped Shoulder Strap Distribute the Weight of the Backpack Across Your Upper Body. Thick Cushioning Around the Shoulders and on the Back Panel Makes the Backpack Super Light and Comfortable on the Move.Serves the Need of a Professional Office Laptop Bag, College Bag, Student Backpack, School Bag and is Suitable for All Boys, Girls, Men and Women.",B0BNSXJ2MY,Martucci Store
https://www.amazon.in/CROSS-EFFECT-Laptop-College-Charging/dp/B0C1XHXSZJ/ref=sr_1_206?crid=2M096C61O4MLT&keywords=bags&qid=1697644007&sprefix=ba%2Caps%2C283&sr=8-206,CROSS EFFECT Laptop Bag,₹599,3.6 out of 5 stars,28," STORAGE: 3 Large Compartments, 1 Zippered Pocket, Anti - Theft Internal Organizer, 2 Side Bottle Holders. In Deed a Perfect All Rounder Laptop Backpack For Men, School Bag For Boys And Girls, College Bag For Boys And Girls.   USB Charging Port: Now Charge Your Devices on The Go with Your Backpack without the Hassle of Carrying a Bulk Power Bank in Your Pocket.   Dimension: 7""inch x 12""inch x 18""inch (L x W x H); Weight: 390 Grams; Capacity: 30 Liters.  ",B0C1XHXSZJ,CROSS EFFECT Store
https://www.amazon.in/Black-Orange-Casual-Backpack-BKPCARYON0106/dp/B019HA8AQO/ref=sr_1_207?crid=2M096C61O4MLT&keywords=bags&qid=1697644007&sprefix=ba%2Caps%2C283&sr=8-207,Gear CarryOn 16L Foldable Water Resistant School Bag/Hiking Daypack/Backpack/College Bag for Men/Women (Black-Orange),₹229,3.8 out of 5 stars,"5,625"," Outer Material: Polyester, Color: Black and Orange   Wear Resistant: Wear resistant, Stain resistant, Water Resistance: Water resistant; Dimensions: (40X36X23) cms   Capacity :16 L , Number of compartments: 1   Warranty Type: Manufacturer; 1 Year from the date of purchase   Black and Orange Casual Backpack  ",B019HA8AQO,Gear Store
https://www.amazon.in/Safari-Laptop-Backpack-Compartments-Resistant/dp/B09B27GN41/ref=sr_1_208?crid=2M096C61O4MLT&keywords=bags&qid=1697644007&sprefix=ba%2Caps%2C283&sr=8-208,"Safari Snap 35 Ltrs Large Laptop Backpack With 3 Compartments, Water Resistant Fabric - Blue (SNAP19CBBLU)",₹899,3.8 out of 5 stars,624," Fit Type: regular   Large multi-compartment backpack with a padded sleeve for laptops, can hold up to 17 inch laptop/notebook   Front storage pocket keeps smaller items neatly organized and easy to access   Mesh pockets on both sides to accommodate your water bottle and umbrella   Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects   Special Features: Lightweight; Closure Type: Zipper; Age Range Description: Adult; Lining Description: Polyester  ",B09B27GN41,Safari Store
https://www.amazon.in/Genie-compartments-Resistant-Lightweight-Travelling/dp/B097JJ64SH/ref=sr_1_209?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-209,"Genie Fringe Laptop Backpack for Women, 3 compartments, Stylish and Trendy College Bags for Girls, Water Resistant and Lightweight Bags for Office and Travelling Purpose. 36 litres","₹1,124",4.3 out of 5 stars,24," Made with High Quality fabric. Outer material: Nylon Twill - Soft, Durable and Water Resistant. Capacity: 36 liters, Weight: 596 g, Dimensions: 48 x 33 x 23 cm Warranty: 12 months   3 Spacious compartment: Store your Books, Stationary, Accessories, Lunch boxes, etc. It will store plenty of items. Laptop Sleeve: Ensure that your laptop is stored separately and Securely! Organizer: Keep every single item separately in an arranged manner, with the help of our organizer. 2 side pocket: For holding water bottle, clipping pens or pencil or storing other items. 1 Front Pocket: Easily accessible. To keep all your essentials such as wallet, ticket, cosmetics.   Easy grab padded handle: For added comfort and convinience to hold the bag. Padded and Ergonomic Shoulder Straps: There is padded back mesh and ergonomic straps that gives extra spine and shoulder support and helps in minimizing the load after carrying the bag through a busy day at campus.This women's backpack can be carried to work, college, school, for a day out or even while you are travelling!   Light Weight yet Durable to resist the weight of textbooks, stationary, lunch boxes. Can store all your college or office stationary, without any hassle.   Stylish & Cute: This bag is designed for those Millennials and GenZ, who do not want to compromise on Utility or Fashion! It is a perfect, small bag to carry all the daily essentials while using it as a trendy accessory, or a travel bag or as a college backpack.  ",B097JJ64SH,Genie Store
https://www.amazon.in/BennettTM-Mystic-Shoulder-Messenger-Repellent/dp/B09321GJXZ/ref=sr_1_210?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-210,Bennett™ Mystic 15.6 inch (39.6cm) Laptop Briefcase Shoulder Sling Office Business Professional Travel Messenger Bag for Men and Women Water Repellent Formal Executive Bags (Grey) 6 Months Warranty,₹452.20,4.0 out of 5 stars,"6,876"," PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.   LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.   EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.   DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.   BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.  ",B09321GJXZ,KBBRD Store
https://www.amazon.in/Gear-LOGI-Q-Resistant-Backpack-Black-White/dp/B0BTJ2VV17/ref=sr_1_211?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-211,Gear LOGI-Q 27L Medium Water Resistant Anti-Theft Laptop Bag/Backpack/Office Bag with Trolley Sleevefor Men/Women (Black-White),₹645,4.6 out of 5 stars,8," Care Instructions: Hand Wash Only   Ergonomic Shape : Spacious Compartments : Intuitive Access   Water Resistant Fabric : Cushioned Grab Handle : Padded Base : Optimized Back Panel with Premium Cushioning & Airflow Mechanism : Padded 360 Laptop Sleeve with Velcro Fastener : Premium Long Lasting Zippers & Pullers   Fits Laptop up to 17"" : Elasticated Bottle Pocket : Embedded Organiser : Elasticated Trolley Sleeve on Back Panel  ",B0BTJ2VV17,Gear Store
https://www.amazon.in/Laptops-College-Backpack-Charging-Anti-Theft/dp/B0C6639P8P/ref=sr_1_212?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-212,Amazon Basics Laptop Bag for 15.6 Inch Laptops | College/Travel Backpack with USB Charging Port and Anti-Theft Pocket | 23 L,"₹1,009",4.4 out of 5 stars,138," Anti-Theft: Hidden back pocket to keep valuables / documents safe   USB Charging: Comes with a USB port to charge your device on-the-go   Ergonomic: The ergonomic back design and padded shoulder straps help reduce physical stress   Spacious: Comes with 2 compartments, a cushioned sleeve, front zipper pockets and side pockets   Pull-Rod Box: Allows you to slide the bag over the luggage handle   Multi-purpose: Can be used for college, office, laptop bag, and even for one-day trips  ",B0C6639P8P, amazon basics
https://www.amazon.in/Red-Lemon-Ironlook-Briefcase-Anti-Theft/dp/B09ZYMT7V1/ref=sr_1_213?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-213,Red Lemon Bange Hard Ironlook Briefcase Laptop Bag Anti-Theft Hard Shell Unisex Laptop Backpack with USB Charging Backpack for Men and Women,"₹4,897",4.4 out of 5 stars,117,"? PREMIUM MATERIAL: Made from high quality, waterproof hard EVA material. Premium quality smooth zippers, pullers, buckles.;Special Features: Locking; Style Name: Modern? ORGANISED DESIGN: This backpack has one roomy spaced compartment with built in soft padded sleeve to protect laptops upto 16 inch. Separate sleeve for tablet/ Ipad. Spacious enough to hold your clothings, folders, documents etc. Also includes organised pockets to hold electronic diary, power bank, pens. mobile etc. Soft handle for better comfort. Adjustable and padded shoulder straps make it comfortable during use.? ANTI- THEFT DESIGN & CAPACITY: One hidden zipper pocket equips on the back to pack your money, cards, wallet. This invisible design increases the security of your belongings. Dimensions: 30 cms x 8 cms x 45 cms (LxWxH). Capacity: 11 Lit? USB FEATURE & TSA LOCK : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices. This backpack comes with a built-in TSA lock that gives the bag an added level of security. Helps deter thefts during travel.; ? TROLLEY STRAP : The insertible pull rod box design allows the bag to slide over the luggage handle for easy mobility during traveling.; Age Range Description: Adult; Pattern Name: Solid; Theme: SportsImpact-resistant design. ID pouch, Mobile phone pouch. Zipper hidden pouch, Laptop slot, and Tablet slot. USB Charging slot on the outside. Shape-retaining construction. Water-resistant fabric. Premium leather zipper pulls. Top carry handle with leather grip. Air mesh back padding. Adjustable padded shoulder straps with metallic buckle and leather accents.",B09ZYMT7V1,Red Lemon Store
https://www.amazon.in/Waterproof-Backpack-Students-adjustable-Compartment/dp/B09V5HRYR7/ref=sr_1_214?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-214,CAPRIFF 32 L Casual Waterproof Laptop Bag/Backpack for Men Boys & Girls For Office School College Teens & Students with Rain Cover With adjustable Strap With 2 Compartment,₹699,3.8 out of 5 stars,"3,198"," Care Instructions: Hand Wash Only   It is sample in look but is very comfortable and it of high quality || ALL MATERIAL USED ARE MADE IN INDIA || Can be used as a laptop bag , school bag , casual backpack , college bag , backpack , bags , bagpack etc<br> <br>   Capacity: 35Litres; Quality: best quality as it is perfectly designed and made from high quality lightweight nylon and double dotted waterproof polyester.<br> <br>   This backpack is made to used for boys, girls, men, women and kids. This bag is very good for boys and girls of age because it has enough space to carry all books and accessories and it is very comfortable and stylish.<br> <br>   Two Main Compartment And One Extra Compartment Offers Space For Magazines, Notepad,Other Laptop Accessories, Stationery items || Eco-friendly, Durable, Lightweight, Flexible And Star Water-Resistant Material Helps To Keep The Interior Dry with a high quality material that keep Dust away.; Adjustable Padded Shoulder straps / 2 Bottle holders / Padded Top-handle / Reflector Logo<br>; Age Range Description: Adult; Compartment Description: Greater Than 17 Inches; Closure Type: Zipper<br> <br>   Special Features: Magazine Holder; Pattern Name: Solid <br>  ",B09V5HRYR7,CAPRIFF Store
https://www.amazon.in/DZert-Polyester-Black-White-Backpack/dp/B07GXX2BP3/ref=sr_1_215?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-215,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Red Black,₹339,3.8 out of 5 stars,"2,612", Closure Type: Zipper; Strap Type: Adjustable; Age Range Description: Kid; Warranty Description: No Warranty; Style Name: Daypack Backpacks; Color Name: Blu-Wht; Water Resistance Level: Water Resistant  ,B07GXX2BP3,DZert Store
https://www.amazon.in/Wesley-Waterproof-Backpack-Business-Dimensions/dp/B0BMQ4D59H/ref=sr_1_216?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-216,Wesley Ignite Unisex Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18.5 inches) (Compatible with 39.62cm(15.6 inch),₹499,4.2 out of 5 stars,70,"Capacity design: Can hold laptops of 15.6 inches and below. A main spacious packing room, and there are multiple pockets, pen pockets and compartments for small items at the front to keep your items organized and easier to find. An anti-theft pocket located on the back keeps your passport, wallet, phone and other valuable items safe and handyDurable & comfortable: This classic college backpack is made of water-resistant, sturdy and tear-resistant oxford material, with double metal zippers. Comfortable airflow back design with thick but soft multi-panel ventilated padding gives you maximum back support. Lightweight structure and ergonomically shaped shoulder straps with two ""S"" adjustable breathable padding make carrying easy and comfortableFunction& Safe: External dimensions: A luggage strap allows backpack fit on luggage/suitcase, slide over the luggage upright handle tube for easier carrying. Internal shockproof belt for fastening your laptop and iPad, preventing them from sliding and bumping. With a hidden anti theft pocket on the back protect your valuable items from thieves. Well made for international airplane travel and day tripIdeal Gift: This fashionable laptop backpack can be a great companion for travel, business, everyday use and outdoor activities. Also, a perfect college high school student backpack for boys, girls, teens. Practical gifts for teens, boys, girls, friends, mother, father, her or him.",B0BMQ4D59H, Wesley
https://www.amazon.in/AirCase-shoulder-waterproof-polyester-warranty/dp/B0B619LH6H/ref=sr_1_217?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-217,"AirCase premium laptop bag with handle & shoulder strap fits upto 15.6"" laptop/ macbook, wrinkle free, padded, waterproof light polyester case cover sleeve pouch, for men & women, Black- 6 months warranty",₹499,4.2 out of 5 stars,95," SUPERIOR PROTECTION: Made with outstanding quality Nylon Fabric, this Laptop Sleeve is Water-Resistant & Impact-Resistant. A padded inner layer protects your accessories against dust, dirt, bump, shock and accidental scratches, providing added safety to your Laptop/ Macbook/Tablet.   INNOVATIVE DESIGN: This Laptop Case comes with Comfortable Top handles making it Easy to Carry. Along with the main Compartment for Laptop, the bag comes with 2 zippered Pockets for Accessories such as adapters, chargers, pens, Diaries etc.   LIGHTWEIGHT & TRAVEL FRIENDLY: The sleeve is Slim, Portable & Lightweight making it a perfect companion for Travel, Office, Business or College. It has reinforced stitching and High Quality Zippers which makes it extremely durable.   2-IN-1 USAGE: This Unisex Bag can be used as a standalone case for carrying essentials, or can be placed in your Laptop Bag/ Backpack/ Messenger Bag as an added layer of protection for your Laptop.   WIDE COMPATIBILITY: Compatible with Laptops upto 15.6”  ",B0B619LH6H,AirCase Store
https://www.amazon.in/Lenovo-Professional-Backpack-Water-resistant-Uncompromised/dp/B08R7S55H4/ref=sr_1_218?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-218,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap",₹705,4.3 out of 5 stars,"1,095","Style meets Function: Designed for 15.6” Lenovo laptops, the backpack walks the line between function and form. It utilizes durable materials, and robust features set to cater to its audience's every need. Ideal for professionals looking for a stylish and versatile backpack for a variety of occasionsSturdy & Durable: Fleece-lined laptop compartment that fights dust and damage. Water-resistant, joint material design and tough coated base help withstand daily wear and tearTravel friendly backpack with Uncompromising storage space for devices and essentials: The backpack comes with a ventilated and well-padded back panel for extra breathability. Adjustable shoulder straps offer the perfect fit. Spacious main compartment and Stretchy polyester side pockets offer quick access to your essentialsStyled in classic dark blue and dark grey, the colors accentuate the sturdy materials the bag is constructed of",B08R7S55H4,
https://www.amazon.in/PUMA-Casual-Backpack-IND-Black-CASTLEROCK/dp/B08BTD8YZP/ref=sr_1_219?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-219,PUMA Casual Backpack IND II Black-CASTLEROCK,"₹1,019",4.1 out of 5 stars,279, Care Instructions: Hand Wash Only   Fit Type: regular   Style Name:-PUMA Casual Backpack IND II   Pattern:-Solid   Material:-Polyester   Dimensions:-29 x 16 x 47 CM   Warranty Period: 90 Days Manufacturers Warranty  ,B08BTD8YZP,
https://www.amazon.in/American-Tourister-FS0-41-002/dp/B07S13B1HR/ref=sr_1_220?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-220,American Tourister Spin 49 cms Navy Laptop Backpack,"₹1,099",4.1 out of 5 stars,"1,234","Outer Material: Polyester, Color: NavyCapacity: 29 liters; Weight: 500 grams; Dimensions: 33 cms x 28 cms x 49 cms (LxWxH)Number of compartments: 2Laptop Compatibility: Yes, Laptop Size: 15 inchesStrap Type: AdjustableWarranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchaseInternal Organizer in the front for secure placement & easy access of all your essentials",B07S13B1HR, American Tourister
https://www.amazon.in/Half-Moon-Curiosity-Backpack-Resistant/dp/B09S3ZK3N1/ref=sr_1_221?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-221,"Half Moon Curiosity 35L Water Resistant 15.6"" Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Slim Durable Backpack",₹689,3.8 out of 5 stars,199,"SPACIOUS & MULTI UTILITY: The backpack for men has capacity of 35 litres, which means it is triple times the normal requirement of a backpack. This laptop bag for men comes with a convenient LAPTOP SLEEVE inside the main compartment. The office bag for men / office bag for women has got several straps, buckles, and pockets that make it suitable for adjusting a lot of travel stuff. This college bags for men will facilitate you in all your sports, camping and hiking trips.COMFORT WITH QUALITY: This laptop bag for men has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. The backpack for men is stitched properly and has Bartacks on every pressure point for extra durability. The office bag for men / College Bags for men is made with strong yet light weight polyester fabric with heavy zippers. The office bag for women also comes with a Rain cover so that you can travel during rainy season without any problem.SMART & TRENDY LOOKS: This college bags for boys is smart, trendy and stylish in looks. The multipurpose laptop bag for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite.ENDURING & LONG LASTING: This laptop bag for men / backpack for men is made up of highly durable material, which makes it suitable for all weather conditions including heavy rains and extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself.OTHER FEATURES OF BACKPACK FOR MEN: The Laptop backpacks for men / office bag for men has Rain Cover, 17 inch Laptop compartment, Internal Organiser (Small Pockets), Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc""",B09S3ZK3N1,Half Moon Store
https://www.amazon.in/POLESTAR-Backpack-Compartment-Polyester-Warranty/dp/B0BMQ2HXYP/ref=sr_1_222?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-222,"POLESTAR Bold 42 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",₹729,3.8 out of 5 stars,"2,000","DIMENSIONS: 35 Cm x 26 Cm x 48 Cm, CAPACITY: 42 LitersNUMBER OF COMPARTMENTS: 2 full size compartments, 1 front zippers & 2 side pockets, LAPTOP COMPARTMENT: Padded laptop compartment with elasticated strap lock,LAPTOP SIZE: 13 to 15.6 inchesMATERIAL: Polyester, COLOR: Green & bBlackSPECIAL FEATURES: Ergonomic design, lightweight, padded breathable mesh back with adjustable S-Curved shoulder straps which protects the backbone and help to relieve stress on shoulders, smooth & durable zippers, padded haul loop, 2 bottle/ umbrella easy access pockets, 1 front stationary pockets, rain cover in the back pocketCONSUMER: Suitable for men, women, students, boys & girls, can be used as school, college, office or day travelling backpacks, WARRANTY: 12 Months, Make in India product",B0BMQ2HXYP,POLESTAR Store
https://www.amazon.in/Delrin-Backpack-Motorcycle-Waterproof-Programmable/dp/B0CBSGG3LX/ref=sr_1_223?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-223,"Delrin LED Backpack with APP Working, Laptop Bag Motorcycle Riding Backpack Waterproof Backpack with Programmable and Color Screen, Travel Backpack 25 ltrs (48 Cms) (Black)","₹18,219.84",5.0 out of 5 stars,2,"【Perfect Motorcycle Backpack】This backpack can hold all kinds of motorcycle helmets, 2 buckles for Safe Riding Design and Waterproof material，riding at any time without hindrance.【DIY Freely】The travel backpack with LED display screen, you can DIY text, animation and pictures as wish according your mood and needs. It is suitable for traveling, hiking, riding, commuting, school, outdoor adventure etc.【Large Capacity 】Size of LED backpack is about 36*18*48 cm with a expandable storage, a large zipper pocket and several independent small compartments, so it can easily hold helmets,laptop, cosmetics, tissues, keys, wallets, books, phones, umbrellas etc.【Material】Smart motorcycle backpack made of 3D hard shell waterproof, scratch-resistant materials. Design with 2 safe buckles, breathable back material, Reflective Strips, adjustable shoulder strap. Safety riding with the backpack in any time.【Easy to use only 3 Steps】1.Connect the power bank 2.Scan code and download the APP 3. Use it according to the instructions (Every backpack equipped with instructions manual).",B0CBSGG3LX, Delrin
https://www.amazon.in/HAMMONDS-FLYCATCHER-Laptop-Bag-Men/dp/B083M1QK32/ref=sr_1_224?crid=2M096C61O4MLT&keywords=bags&qid=1697644011&sprefix=ba%2Caps%2C283&sr=8-224,HAMMONDS FLYCATCHER Laptop Bag for Men - Genuine Leather Messenger Shoulder Bag - Fits 14/15.6/16 Inch Laptops - Brown Office Bag - Multiple Pockets -Water Resistant -Executive Bag for Work and Travel,"₹4,716",4.4 out of 5 stars,590," Genuine Leather: This laptop bag for men / office bag for men/Laptop Backpack is made of 100% Full Grain Genuine Leather, making it the perfect accessory for office, travel, and daily use. The high-quality leather not only ensures longevity but also adds a touch of elegance to your style. We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.   Spacious and Organized: The HAMMONDS FLYCATCHER Shoulder Bag for Men offers ample space and smart organization. With its 1 main compartment, padded laptop compartment, inner zipper pocket, mobile pocket, wallet pocket, pen slots, front pockets, side pockets, and back zipper pocket, this bag keeps your belongings organized. Dimensions: 40cm (L) x 14cm (W) x 30cm (H). Perfect as a shoulder bag for travel and a laptop bag for men.   Water-Resistant and Travel-Friendly: The HAMMONDS FLYCATCHER Office Bag for Men, a leather bag for men, is water-resistant and travel-friendly. It features comfortable leather handles and padded, removable, adjustable shoulder straps for convenient carrying during your daily commute or travel adventures.   Perfectly Fits Your Laptop: The HAMMONDS FLYCATCHER Messenger Bag, also serving as a shoulder bag, hand bag, and executive bag, is designed to accommodate 14/15.6/16-inch laptops, including MacBook and notebooks. This bag ensures a secure and snug fit for your valuable device, providing excellent protection during travel, work, or daily commutes. Its versatile design and functionality make it an ideal choice for professionals on the move.   Perfect Gift: This office bag for men / Hand Bag for Men is a great gifts for men / gift idea for Father's Day, Birthdays, Valentine's Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift. The Leather laptop bag / Hand Bag for Men makes a great gift for professionals, artists, students, and all sorts of officials.  ",B083M1QK32,HAMMONDS FLYCATCHER Store
https://www.amazon.in/Gear-Polyester-Laptop-Backpack-LBPECONO10412/dp/B012NW0J30/ref=sr_1_225?crid=2M096C61O4MLT&keywords=bags&qid=1697644034&sprefix=ba%2Caps%2C283&sr=8-225,Gear ECO1 24L Medium Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women (Grey-Black-Yellow),₹759,4.1 out of 5 stars,"1,497"," Outer Material: Polyester, Color: Denim Grey   Capacity: 24 liters; Dimensions: 46 cms x 33 cms x 16 cms (LxWxH)   Number of Compartments: 3   Bottle holder mesh; Embedded organizer   Style Name: Traditional Backpacks; Pocket Description: Utility Pocket; Special Features: Back Padding; Water Resistance Level: Waterproof; Closure Type: Zipper; Pattern Name: Solid   Three main compartments   One front smaller compartment  Heavily padded sleeve which fits laptopPadded grab handle",B012NW0J30,Gear Store
https://www.amazon.in/Business-Casual-Compartment-Resistant-Backpack/dp/B08N6HSJJ5/ref=sr_1_226?crid=2M096C61O4MLT&keywords=bags&qid=1697644034&sprefix=ba%2Caps%2C283&sr=8-226,URBAN WOLF 30L Casual Dual Compartment Water Resistant Laptop Backpack Unisex Bags for Office/Travel/Business/College/School (Black),₹749,3.9 out of 5 stars,"1,016"," HIGH QUALITY MATERIAL: The outside of this laptop backpack is made of high quality water Repellent Fabric.; MULTI LEVEL ORGANISER: The backpack has two front large zipper pocket for the ID card, Sanitizer, House keys, Pen and other small items. <br>   ERGONOMIC DESIGN: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. <br>   MINIMAL FUNCTIONAL LITE WEIGHT: The urban wolf Backpack is designed around the workflows of executives, creatives, travelers and commuters. <br>   WATER RESISTANT MATERIAL: Advanced IPX4 coating on the material ensures resistance to water entering from any direction. <br>   Compartment Description: Up To 15 Inches; Pocket Description: Utility Pocket; Warranty Description: 6 Months Manufacturer Warranty.; Special Features: Anti-Theft; Age Range Description: Adult; Pattern Name: Solid; Strap Type: Adjustable <br>  ",B08N6HSJJ5, URBAN WOLF
https://www.amazon.in/Red-Lemon-Unisex-adult-Waterproof-Charging/dp/B09VGNTDRZ/ref=sr_1_227?crid=2M096C61O4MLT&keywords=bags&qid=1697644034&sprefix=ba%2Caps%2C283&sr=8-227,Red Lemon Medium Size Unisex Adult Bange Series Rhombus Shell Design Waterproof Sling Bag With Usb Charging,"₹1,847",4.2 out of 5 stars,105,,,
https://www.amazon.in/Mammon-Womens-Handbag-plain-tan-35x35/dp/B07LBC7Z59/ref=sr_1_228?crid=2M096C61O4MLT&keywords=bags&qid=1697644034&sprefix=ba%2Caps%2C283&sr=8-228,Mammon Women's Tote Bag,₹209,3.6 out of 5 stars,"2,790",,,
https://www.amazon.in/TRAVEL-POINT-Rucksack-Waterproof-Compartment/dp/B09V82WPTB/ref=sr_1_229?crid=2M096C61O4MLT&keywords=bags&qid=1697644034&sprefix=ba%2Caps%2C283&sr=8-229,TRAVEL POINT 60 Liters Waterproof Travel Rucksack Backpack for Outdoor/Sports/Camping/Hiking/Trekking Bag for Men and Women with 1 Year Warranty (Black),₹749,4.0 out of 5 stars,148,,,
https://www.amazon.in/Artistix-Alpine-Laptop-Backpack-Business/dp/B08SVV5HZY/ref=sr_1_230?crid=2M096C61O4MLT&keywords=bags&qid=1697644034&sprefix=ba%2Caps%2C283&sr=8-230,"ARTISTIX Alpine Business Class Series | Anti Theft Laptop Backpack (32 Litre, 15.6 inch) (Black)","₹1,783",4.4 out of 5 stars,"1,231",,,
https://www.amazon.in/Bennett-15-6-inch-College-Repellent-Backpack/dp/B09WZHX3B1/ref=sr_1_231?crid=2M096C61O4MLT&keywords=bags&qid=1697644034&sprefix=ba%2Caps%2C283&sr=8-231,"Bennett Casual Laptop Bag school bags for boys girls 15.6-inch, 25 LTR Office & College bags for mens Water Repellent Backpack for Men & Women (Black)",₹440.80,3.9 out of 5 stars,787,,,
